NAME,mean
Feltham North,0.4998350377028813
Hounslow Heath,0.5367831151245264
Hounslow West,0.2438594296412519
Heston Central,0.3690642293952582
Hounslow South,0.3755091251844158
Hounslow Central,0.318791973280933
Turnham Green,0.3378662965972801
Clerkenwell,0.2119627854017
Caledonian,0.2610638770618724
St. Mary's,0.3177799351604358
Holloway,0.29939418313208
Highbury East,0.5335159753227507
Highbury West,0.2912518229972285
Tollington,0.32648381346673566
Bunhill,0.14469066228400163
St. Peter's,0.24400533876449182
Canonbury,0.4158442043932669
Barnsbury,0.2805640710498658
St. George's,0.4057476166047387
Junction,0.32329423724626705
Finsbury Park,0.29060734275159794
Hillrise,0.4435873896577299
Mildmay,0.38592252140924127
Cremorne,0.15058109002899733
Royal Hospital,0.2852242369917765
Holland,0.4304888245982324
Norland,0.3509983187560277
Golborne,0.3121056721137111
Redcliffe,0.3185195586126521
Stanley,0.16040245743643192
Brompton,0.15582207905732257
Abingdon,0.16537346314592838
Pembridge,0.21030471262823328
Notting Barns,0.2347016467960461
Colville,0.16717182199335986
St. Charles,0.2753973038793614
Earl's Court,0.17329880091012867
Courtfield,0.20013213318328912
Queen's Gate,0.17393856782355469
Hans Town,0.11180401797487129
Campden,0.43918102666861303
Chessington South,0.7551765397869983
Tolworth and Hook Rise,0.47415827294106616
Berrylands,0.5488496467040969
Alexandra,0.6614730285062124
Beverley,0.4855371693411595
Coombe Hill,0.7919918168301108
Chessington North and Hook,0.5026753965605594
Surbiton Hill,0.5460022702711453
Old Malden,0.4953775004973567
St. Mark's,0.47177070319015
Grove,0.33782092100058897
Canbury,0.26883143420759403
Norbiton,0.388510215635652
Coombe Vale,0.5016846818443363
St. James,0.5109205986713193
Tudor,0.4944881095833469
Oval,0.2537519916893907
Bishop's,0.17581964305637796
Prince's,0.2602739006701012
Streatham South,0.4022829584960143
St. Leonard's,0.3095017916808393
Streatham Wells,0.4920523639153021
Knight's Hill,0.37662380429277964
Thornton,0.37318156169923333
Streatham Hill,0.38932905962660547
Clapham Common,0.3931322843588601
Brixton Hill,0.2814607197019239
Tulse Hill,0.42665303241564506
Coldharbour,0.2820417838930138
Ferndale,0.1917256667064393
Larkhall,0.2900178769369083
Vassall,0.34715363101227076
Gipsy Hill,0.5517974223102167
Thurlow Park,0.5181706809876644
Herne Hill,0.4828229277889894
Clapham Town,0.28032951272489476
Stockwell,0.33004775627853583
New Cross,0.23574980688892871
Evelyn,0.24674873230009106
Bellingham,0.6084921473670661
Telegraph Hill,0.44609217688844754
Downham,0.5147832140580053
Whitefoot,0.49864253552568905
Blackheath,0.6991316564373958
Sydenham,0.5347449788945197
Forest Hill,0.5446625575522545
Perry Vale,0.42557327343193524
Rushey Green,0.406394437484051
Catford South,0.3977398761269941
Crofton Park,0.40075839429817317
Ladywell,0.5235646392871222
Lewisham Central,0.3590139665457173
Brockley,0.4425766023577956
Grove Park,0.5702685526230472
Lee Green,0.4468006788893408
Cannon Hill,0.5896721039760845
Cricket Green,0.5864675823880672
Village,0.8023142383479493
Wimbledon Park,0.4210892379749246
Lower Morden,0.5042396980999254
West Barnes,0.4879926366834447
Raynes Park,0.47162556662353294
Dundonald,0.31888280568388466
St. Helier,0.5706063747191373
Ravensbury,0.5558471228696611
Merton Park,0.5113635719443637
Abbey,0.24064090774175365
Figge's Marsh,0.3273342035948895
Pollards Hill,0.5946205276863425
Graveney,0.31971015497694405
Longthornton,0.4179799785212963
Hillside,0.35275730385610127
Trinity,0.3884958298691232
Lavender Fields,0.31759155453965454
Colliers Wood,0.26658388761145724
Royal Docks,0.09521626584604077
Canning Town North,0.27454762404216365
Beckton,0.29682766658392523
East Ham South,0.3281055398113311
Stratford and New Town,0.18685370406893909
Canning Town South,0.1277229199259668
Custom House,0.3383305397854424
Plaistow South,0.2305796075736161
West Ham,0.36464497352110514
Plaistow North,0.16333326798311767
Forest Gate South,0.20779523257321683
Boleyn,0.14348282089849101
East Ham Central,0.18458178365642652
Green Street West,0.06775969959404755
Green Street East,0.07847450452083234
East Ham North,0.2227778410560062
Wall End,0.36034257410534676
Forest Gate North,0.33399846613163886
Manor Park,0.3822758205338892
Little Ilford,0.5556213172859865
Loxford,0.22233206038150646
Wanstead,0.7940610320804101
Cranbrook,0.4304999879044856
Newbury,0.4017828494933274
Roding,0.5465346528522299
Fairlop,0.6368006557837809
Goodmayes,0.3591763065546875
Aldborough,0.5768535500687985
Bridge,0.6346174048274115
Hainault,0.7280642685792169
Clementswood,0.15486699010315044
Mayfield,0.3888208772622221
Valentines,0.25817018031330663
Seven Kings,0.31343491265090734
Snaresbrook,0.4930501154781232
Clayhall,0.3861061193782116
Church End,0.4041123404042876
Barkingside,0.328958721322066
Fullwell,0.43506841808522995
Chadwell,0.32134898093049924
Monkhams,0.6734030682916894
Teddington,0.7416303642786451
Hampton Wick,0.5776887986913996
Twickenham Riverside,0.5326006653682392
"Ham, Petersham and Richmond Riverside",0.8761084683783221
North Richmond,0.67549559106568
Kew,0.6491620194978761
Mortlake and Barnes Common,0.5739439692377756
South Twickenham,0.5021400552796864
St. Margarets and North Twickenham,0.42657418481515236
South Richmond,0.6676529614105511
Barnes,0.5300278794226352
Hampton,0.7504874807121406
Heathfield,0.4502859754856205
East Sheen,0.8299951759511431
Hampton North,0.6039113286581631
Fulwell and Hampton Hill,0.570004393598541
West Twickenham,0.631416824295922
Whitton,0.40247343700315213
Riverside,0.13804456052119743
Cathedrals,0.08244898534498513
Rotherhithe,0.3233776695738633
Surrey Docks,0.20984981687572024
College,0.7967984433336718
Village,0.6468209540801783
South Camberwell,0.5224435863673119
East Dulwich,0.27624547590962334
Peckham Rye,0.6983023292813313
Camberwell Green,0.21377728576829091
Brunswick Park,0.3385891115145315
The Lane,0.26944660423920747
Nunhead,0.4114250263709682
Peckham,0.22616803565007668
Newington,0.25775950981487566
Faraday,0.42270575977905434
East Walworth,0.29314125048289325
Livesey,0.16783069164363093
South Bermondsey,0.19649487646865824
Grange,0.15163122996391384
Chaucer,0.22896358869098465
Carshalton South and Clockhouse,0.8441192438567191
Cheam,0.6980516679712425
Beddington South,0.6797412978845271
St. Helier,0.40428766307678043
Wandle Valley,0.5682204814123603
Belmont,0.6598267210508569
Nonsuch,0.45107359466120284
Worcester Park,0.4517593909290288
Sutton South,0.6361327917928469
Sutton West,0.5202951466265198
Sutton Central,0.2855175728469448
Carshalton Central,0.5793740201240937
Sutton North,0.5219252634860722
Stonecot,0.37935693059267833
The Wrythe,0.43346535588781937
Wallington South,0.5274594404387999
Wallington North,0.5534209995412737
Beddington North,0.45133186165431255
Millwall,0.10973599623652766
Blackwall and Cubitt Town,0.14333223327215858
Shadwell,0.12442184185437137
St. Katharine's and Wapping,0.1510347820173634
Limehouse,0.25221301653709716
East India and Lansbury,0.1353067582487911
Bethnal Green South,0.21420986303646353
Mile End and Globe Town,0.33558042477813727
Bethnal Green North,0.24405597860640443
St. Dunstan's and Stepney Green,0.28923060539243256
Mile End East,0.2914203193554889
Bromley-by-Bow,0.15287605294825501
Bow West,0.4280750033371265
Bow East,0.32670885148431916
Whitechapel,0.11823044565998025
Spitalfields and Banglatown,0.11160040570126702
Weavers,0.2669599987406137
Leyton,0.263173443646145
High Street,0.3949722240342043
Higham Hill,0.3315653656701906
Valley,0.3252834712741249
Chingford Green,0.7681500462799487
Cathall,0.2091010178019522
Lea Bridge,0.3874386370758325
Markhouse,0.3212641090627007
Grove Green,0.17025690700969234
Forest,0.5173516042311089
William Morris,0.26333420964050186
Hoe Street,0.32842898994459163
Wood Street,0.5627460182906174
Chapel End,0.4508814042467319
Hale End and Highams Park,0.6354719347458192
Cann Hall,0.24265138078761184
Larkswood,0.5230933539775652
Endlebury,0.5127242364407841
Hatch Lane,0.6877662654735119
Leytonstone,0.36066773025751514
Thamesfield,0.31327916941532913
Fairfield,0.19130595640701809
St. Mary's Park,0.22245986927253406
Queenstown,0.25632184811208714
Roehampton and Putney Heath,0.7926281242082666
Wandsworth Common,0.5438701472168388
West Hill,0.5896719834290127
West Putney,0.5976881909327536
East Putney,0.45717362056390387
Graveney,0.1710584380955702
Tooting,0.29840036693784744
Southfields,0.28042365565863675
Earlsfield,0.294080727495885
Nightingale,0.24241112774410487
Furzedown,0.4007989485698475
Bedford,0.5809447094955796
Balham,0.2731306898105455
Northcote,0.36524588900263283
Latchmere,0.33084331942459105
Shaftesbury,0.12351041801291732
St. James's,0.21617464176819
Churchill,0.12221799597008143
Vincent Square,0.1241795501913084
Tachbrook,0.15076495438952545
Lancaster Gate,0.1719961748847643
Knightsbridge and Belgravia,0.594192634464617
Hyde Park,0.12466960915683827
West End,0.04659732510365979
Harrow Road,0.17468266299285679
Bryanston and Dorset Square,0.06650504264252577
Regent's Park,0.6695249223004779
Abbey Road,0.319441064732919
Marylebone High Street,0.08193193872084306
Queen's Park,0.09377281447991032
Bayswater,0.16919306116654476
Warwick,0.07616182448843929
Westbourne,0.3165198074038449
Little Venice,0.29940533436531336
Maida Vale,0.4465094041902646
Church Street,0.13462434009569704
